"District","FIPS","Year","High Needs Status","Variable","Measure Type","Value"
"Westport School District","900183500","2014-2015","Non-High Needs","Total Cohort Count","Number",392
"Westport School District","900183500","2017-2018","Non-High Needs","Total Cohort Count","Number",392
"New Haven School District","900952070","2017-2018","Non-High Needs","Total Cohort Count","Number",391
"Westport School District","900183500","2014-2015","Non-High Needs","Four Year Graduation Count","Number",391
"Westport School District","900183500","2017-2018","Non-High Needs","Four Year Graduation Count","Number",391
"Westport School District","900183500","2018-2019","Non-High Needs","Total Cohort Count","Number",391
"Westport School District","900183500","2018-2019","Non-High Needs","Four Year Graduation Count","Number",391
"Wallingford School District","900978740","2011-2012","Non-High Needs","Total Cohort Count","Number",390
"East Hartford School District","900322630","2018-2019","High Needs","Four Year Graduation Count","Number",389
"Hamden School District","900935650","2010-2011","Non-High Needs","Total Cohort Count","Number",389
"Newtown School District","900152980","2010-2011","Non-High Needs","Total Cohort Count","Number",389
"Norwich Free Academy District","","2011-2012","Non-High Needs","Total Cohort Count","Number",389
"Southington School District","900370550","2017-2018","Non-High Needs","Four Year Graduation Count","Number",389
"Stamford School District","900173070","2018-2019","Non-High Needs","Total Cohort Count","Number",388
"New Britain School District","900350440","2015-2016","High Needs","Four Year Graduation Count","Number",387
"New Britain School District","900350440","2017-2018","High Needs","Four Year Graduation Count","Number",387
"Norwalk School District","900156060","2014-2015","Non-High Needs","Four Year Graduation Count","Number",387
"Ridgefield School District","900163970","2013-2014","Non-High Needs","Four Year Graduation Count","Number",387
"Norwalk School District","900156060","2017-2018","Non-High Needs","Four Year Graduation Count","Number",386
"Westport School District","900183500","2015-2016","Non-High Needs","Total Cohort Count","Number",386
"Newtown School District","900152980","2012-2013","Non-High Needs","Four Year Graduation Count","Number",385
"Meriden School District","900946520","2010-2011","High Needs","Total Cohort Count","Number",384
"Wallingford School District","900978740","2011-2012","Non-High Needs","Four Year Graduation Count","Number",384
"Ridgefield School District","900163970","2017-2018","Non-High Needs","Total Cohort Count","Number",382
"Southington School District","900370550","2013-2014","Non-High Needs","Total Cohort Count","Number",382
"Wallingford School District","900978740","2012-2013","Non-High Needs","Total Cohort Count","Number",382
"East Hartford School District","900322630","2014-2015","High Needs","Four Year Graduation Count","Number",381
"Danbury School District","900118500","2010-2011","Non-High Needs","Four Year Graduation Count","Number",380
"New Britain School District","900350440","2014-2015","High Needs","Four Year Graduation Count","Number",380
"Stamford School District","900173070","2018-2019","Non-High Needs","Four Year Graduation Count","Number",380
"Trumbull School District","900177200","2016-2017","Non-High Needs","Total Cohort Count","Number",380
"Newtown School District","900152980","2014-2015","Non-High Needs","Total Cohort Count","Number",379
"Trumbull School District","900177200","2018-2019","Non-High Needs","Total Cohort Count","Number",379
"Trumbull School District","900177200","2018-2019","Non-High Needs","Four Year Graduation Count","Number",379
"Ridgefield School District","900163970","2010-2011","Non-High Needs","Total Cohort Count","Number",378
"Ridgefield School District","900163970","2017-2018","Non-High Needs","Four Year Graduation Count","Number",378
"Southington School District","900370550","2013-2014","Non-High Needs","Four Year Graduation Count","Number",377
"Newtown School District","900152980","2014-2015","Non-High Needs","Four Year Graduation Count","Number",376
"Ridgefield School District","900163970","2011-2012","Non-High Needs","Total Cohort Count","Number",374
"Ridgefield School District","900163970","2016-2017","Non-High Needs","Total Cohort Count","Number",374
"Glastonbury School District","900331240","2016-2017","Non-High Needs","Total Cohort Count","Number",373
"Newtown School District","900152980","2017-2018","Non-High Needs","Total Cohort Count","Number",372
"Norwalk School District","900156060","2010-2011","High Needs","Total Cohort Count","Number",372
"Ridgefield School District","900163970","2016-2017","Non-High Needs","Four Year Graduation Count","Number",372
"Bristol School District","900308490","2015-2016","High Needs","Total Cohort Count","Number",371
"Connecticut","9","2015-2016","Non-High Needs","Other Count","Number",371
"Newtown School District","900152980","2010-2011","Non-High Needs","Four Year Graduation Count","Number",371
"Southington School District","900370550","2012-2013","Non-High Needs","Total Cohort Count","Number",371
"Newtown School District","900152980","2017-2018","Non-High Needs","Four Year Graduation Count","Number",370
"Norwich Free Academy District","","2016-2017","High Needs","Total Cohort Count","Number",370
"Ridgefield School District","900163970","2011-2012","Non-High Needs","Four Year Graduation Count","Number",370
"Ridgefield School District","900163970","2014-2015","Non-High Needs","Total Cohort Count","Number",369
"East Hartford School District","900322630","2017-2018","High Needs","Total Cohort Count","Number",368
"Ridgefield School District","900163970","2010-2011","Non-High Needs","Four Year Graduation Count","Number",368
"Wallingford School District","900978740","2015-2016","Non-High Needs","Total Cohort Count","Number",368
"Waterbury School District","900980070","2011-2012","High Needs","Other Count","Number",367
"East Hartford School District","900322630","2015-2016","High Needs","Four Year Graduation Count","Number",366
"Norwalk School District","900156060","2012-2013","Non-High Needs","Total Cohort Count","Number",366
"Norwich Free Academy District","","2018-2019","High Needs","Four Year Graduation Count","Number",366
"Ridgefield School District","900163970","2015-2016","Non-High Needs","Total Cohort Count","Number",366
"Unified School District #1","","2011-2012","High Needs","Other Count","Number",366
"Regional School District 05","","2011-2012","Non-High Needs","Total Cohort Count","Number",365
"Bridgeport School District","900108070","2010-2011","High Needs","Other Count","Number",364
"Milford School District","900947535","2010-2011","Non-High Needs","Total Cohort Count","Number",364
"Unified School District #1","","2012-2013","High Needs","Total Cohort Count","Number",364
"Bristol School District","900308490","2014-2015","High Needs","Total Cohort Count","Number",363
"Meriden School District","900946520","2018-2019","High Needs","Four Year Graduation Count","Number",363
"Ridgefield School District","900163970","2014-2015","Non-High Needs","Four Year Graduation Count","Number",363
"Wallingford School District","900978740","2012-2013","Non-High Needs","Four Year Graduation Count","Number",363
"West Haven School District","900982870","2018-2019","High Needs","Total Cohort Count","Number",363
"Norwich Free Academy District","","2011-2012","Non-High Needs","Four Year Graduation Count","Number",362
"Westport School District","900183500","2013-2014","Non-High Needs","Total Cohort Count","Number",362
"Ridgefield School District","900163970","2015-2016","Non-High Needs","Four Year Graduation Count","Number",361
"Southington School District","900370550","2014-2015","Non-High Needs","Total Cohort Count","Number",361
"Wallingford School District","900978740","2015-2016","Non-High Needs","Four Year Graduation Count","Number",361
"Westport School District","900183500","2013-2014","Non-High Needs","Four Year Graduation Count","Number",361
"Westport School District","900183500","2016-2017","Non-High Needs","Total Cohort Count","Number",361
"Westport School District","900183500","2016-2017","Non-High Needs","Four Year Graduation Count","Number",359
"Regional School District 05","","2011-2012","Non-High Needs","Four Year Graduation Count","Number",358
"Bristol School District","900308490","2013-2014","Non-High Needs","Total Cohort Count","Number",357
"Danbury School District","900118500","2016-2017","High Needs","Four Year Graduation Count","Number",357
"Meriden School District","900946520","2017-2018","High Needs","Four Year Graduation Count","Number",357
"Southington School District","900370550","2012-2013","Non-High Needs","Four Year Graduation Count","Number",357
"East Hartford School District","900322630","2010-2011","High Needs","Total Cohort Count","Number",356
"Ridgefield School District","900163970","2012-2013","Non-High Needs","Total Cohort Count","Number",356
"Norwalk School District","900156060","2013-2014","Non-High Needs","Total Cohort Count","Number",355
"Norwalk School District","900156060","2016-2017","Non-High Needs","Total Cohort Count","Number",355
"Southington School District","900370550","2014-2015","Non-High Needs","Four Year Graduation Count","Number",355
"Southington School District","900370550","2015-2016","Non-High Needs","Total Cohort Count","Number",355
"Stratford School District","900174190","2010-2011","Non-High Needs","Total Cohort Count","Number",355
